ticket_id,description,category,priority
T008046,Archive policy not automatically archiving old mail,Email,High
T001711,Database query timeout on reporting tables,Database,Critical
T005741,Monitoring agent unable to connect to central server,Monitoring,High
T001229,"Issue showing pool, user error",Application,High
T009722,"Issue throwing update, escalation, support ticket, EOL error",Vendor,Low
T009392,End of life date approaching for vendor product,Vendor,Low
T001626,"Issue cannot buffer, bloat error",Database,Critical
T005446,Volume expansion unable to complete,Storage,Critical
T008992,"Issue unable to restore, replication error",Backup,High
T001165,"Issue experiencing caching, authentication, memory error",Application,Critical
T007234,"Issue causing RAM, server error",Hardware,Medium
T000223,"Issue throwing interface, switch, network interface, OSPF error",Network,High
T008772,"Issue throwing cloud, backup, deduplication, disaster recovery error",Backup,Critical
T003648,Security certificate validation error on domain,Security,Critical
T003236,"Issue causing systemd, permission error",Unix,High
T002996,"Issue unable to cron, mount, fsck, script error",Unix,High
T001645,"Issue showing lock, pool error",Database,Medium
T004600,Datastore latency causing VM performance degradation,Virtualization,Medium
T008945,Backup data integrity check failed,Backup,High
T007311,"Issue causing inventory, temperature, disk error",Hardware,Critical
T006951,Deployment rollback failed leaving system in inconsistent state,DevOps,High
T000234,Frequent disconnections on WiFi network,Network,High
T000164,Network latency between datacenters exceeding 500ms,Network,Medium
T000896,"Issue causing CPU, bug, deployment error",Application,High
T001771,"Issue showing MongoDB, lock error",Database,High
T002139,Database index becoming bloated after bulk insert,Database,Critical
T003630,Compliance audit findings requiring immediate remediation,Security,High
T001949,DynamoDB read capacity throttled during spike,Database,High
T008194,Outlook performance degrading with large mailbox,Email,Critical
T004632,Virtual machine cloning operation timing out,Virtualization,High
T007162,"Issue throwing motherboard, temperature error",Hardware,Medium
T003145,Permission denied when accessing /opt/application directory,Unix,Medium
T009449,Third-party connector configuration error,Vendor,High
T007341,Hardware diagnostic test indicating failure,Hardware,Critical
T009918,Support ticket escalation not proceeding,Vendor,Medium
T007951,Spam filter incorrectly blocking legitimate email,Email,High
T007214,Keyboard and mouse intermittently disconnecting,Hardware,Critical
T005314,iSCSI connection timeout to storage array,Storage,Critical
T005625,Storage snapshot deletion failing due to dependencies,Storage,Medium
T001401,Application database connection string incorrect after migration,Application,High
T006204,Monitoring compliance report generation failing,Monitoring,High
T005064,"Issue cannot storage pool, replication error",Storage,High
T005559,Storage array controller showing failure,Storage,Critical
T006561,"Issue causing Terraform, CI/CD, registry, automation error",DevOps,Medium
T004505,Virtual machine memory reservation exceeding available resources,Virtualization,Medium
T007221,"Issue showing replacement, printer, workstation error",Hardware,High
T009583,Vendor API documentation outdated,Vendor,Low
T004938,Virtual machine network adapter showing errors,Virtualization,Medium
T006685,Deployment rollback failed leaving system in inconsistent state,DevOps,High
T006644,Blue-green deployment cutover not completing,DevOps,Medium
T001879,"Issue causing Elasticsearch, query, connection, transaction error",Database,Critical
T009036,Backup job not completing within scheduled window,Backup,High
T006508,Artifact repository access denied for build job,DevOps,High
T002584,S3 bucket policy blocking read access to files,Cloud,High
T008181,Slack integration not syncing notifications,Email,Medium
T006432,Automated rollback not executing on failure,DevOps,High
T008808,"Issue cannot tape, RTO, full backup error",Backup,Medium
T000550,Network interface showing high packet loss,Network,Critical
T000879,Application error log filled with timeout exceptions,Application,Critical
T001118,Web server worker processes constantly crashing,Application,High
T002725,IAM policy denying access to CloudWatch logs,Cloud,High
T005603,Storage array controller showing failure,Storage,High
T009628,Subscription renewal failing during processing,Vendor,High
T000562,Network interface showing high packet loss,Network,Critical
T002565,"Issue showing AWS, cluster, image error",Cloud,Medium
T006185,Log aggregation service disk space full,Monitoring,Critical
T004434,VM disk I/O saturation during backup window,Virtualization,High
T003065,Systemd service failing to start after reboot,Unix,High
T009255,"Issue throwing cloud, tape, deduplication, replication error",Backup,Medium
T004536,"Issue unable to hypervisor, snapshot, ESXi error",Virtualization,High
T004203,VPN access being blocked by security policy,Security,High
T002921,User file permissions reset to 000 on shared folder,Unix,High
T007710,Printer unable to communicate with print server,Hardware,High
T003503,"Issue causing NFS, SSH, service, sudo error",Unix,Medium
T003370,"Issue showing disk space, systemd, ulimit, inode error",Unix,High
T008397,Distribution list membership not updating,Email,Medium
T000886,Application JSON parsing error from third party API,Application,Medium
T001496,PostgreSQL transaction ID wraparound approaching,Database,High
T006148,Log parser unable to process new event format,Monitoring,Medium
T004903,Datastore latency causing VM performance degradation,Virtualization,Critical
T003970,"Issue throwing audit, patch, policy error",Security,Critical
T001167,Application unable to reach database server,Application,High
T005048,"Issue causing compression, tiering, snapshot, encryption error",Storage,Medium
T007651,Workstation disk drive making unusual noise,Hardware,High
T005685,Snapshot retention policy preventing cleanup,Storage,High
T007606,Power supply failure on production server,Hardware,High
T001878,Database query timeout on reporting tables,Database,Critical
T005469,"Issue unable to LUN, archival, deduplication error",Storage,High
T001450,Redis memory usage approaching 100%,Database,High
T007858,Expansion card detection failure,Hardware,Medium
T008483,Out of office reply not being sent,Email,Medium
T006894,GitLab CI/CD pipeline failing at deploy stage,DevOps,Critical
T009651,Vendor support response time exceeding SLA,Vendor,High
T008291,Archive policy not automatically archiving old mail,Email,Medium
T007491,Hardware diagnostic test indicating failure,Hardware,High
T003719,Two-factor authentication system experiencing outage,Security,High
T001525,Database deadlock occurring in transaction,Database,Medium
T006220,"Issue showing uptime, ELK error",Monitoring,High
T005322,RAID array degraded after disk failure,Storage,High
T001930,Database query plan inefficient after statistics update,Database,Critical
T009756,Vendor API documentation outdated,Vendor,High
T004491,Datastore space running critically low,Virtualization,High
T008979,Incremental backup verification failing,Backup,High
T007789,"Issue throwing motherboard, replacement, warranty error",Hardware,Medium
T005143,Storage array controller showing failure,Storage,Medium
T004209,SSL/TLS vulnerability detected on web server,Security,Medium
T000454,"Issue throwing link down, connectivity error",Network,Medium
T005808,Monitoring agent unable to connect to central server,Monitoring,High
T003172,SSH key authentication not working for automation,Unix,High
T001073,Application performance degrades under load test,Application,High
T006103,"Issue showing threshold, dashboard error",Monitoring,High
T001851,"Issue causing MongoDB, vacuum, Oracle error",Database,Medium
T003662,Password reset tokens expiring unexpectedly,Security,High
T009042,"Issue unable to replication, retention error",Backup,High
T006793,Artifact repository access denied for build job,DevOps,Critical
T004319,Hypervisor memory pressure causing VM swapping,Virtualization,High
T001954,Database index becoming bloated after bulk insert,Database,Critical
T001153,Application hanging during peak load hours,Application,Medium
T005990,"Issue showing anomaly, CPU error",Monitoring,High
T003667,Suspicious traffic detected from server to external IP,Security,High
T006598,"Issue causing configuration, registry, GitHub error",DevOps,High
T009846,Vendor system unreachable during deployment,Vendor,High
T008763,"Issue causing compression, replication error",Backup,High
T002494,EBS volume attachment experiencing I/O timeout,Cloud,High
T003997,Security certificate validation error on domain,Security,Critical
T009983,"Issue throwing integration, license, SaaS error",Vendor,High
T001222,Application struggling with concurrent requests,Application,High
T002243,VPN gateway certificate expiring in 7 days,Cloud,Medium
T003834,DDoS attack detected targeting company infrastructure,Security,High
T005948,"Issue cannot anomaly, network error",Monitoring,High
T009219,Backup deduplication ratio declining unexpectedly,Backup,High
T004754,VM disk I/O saturation during backup window,Virtualization,High
T004378,"Issue unable to provisioning, migration, VMware error",Virtualization,High
